Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,conflict_type_valid,Conflict_Type_Valid,Year_Valid,Population_Valid,GDP_Valid,Conflict_Coordinates_Valid,On_Land,Land_Valid,Total_Deaths,Civilian_Ratio,Military_Deaths_Ratio_A,Military_Deaths_Ratio_B,Civilian_Deaths_IF_Label,Military_Deaths_IF_Label,Civ_Deaths_Valid,Mil_Deaths_Valid,Total_Deaths_Valid,GDP_Loss_Ratio,GDP_IF_Label,GDP_Loss_IF_Label,GDP_IF_Valid,GDP_Loss_IF_Valid,GDP_LOF_Label,GDP_Loss_LOF_Label,GDP_LOF_Valid,GDP_Loss_LOF_Valid,Coords_IF_Label,Coords_IF_Valid,DBSCAN_Cluster,Coords_DBSCAN_Valid,Total_Deaths_DBSCAN_Cluster,Total_Deaths_DBSCAN_Valid
Canada,Turkey,War,1995,1283,32656,25884,77801,308.46,-4.3,1464.2,Forest,541.2,522.1,7340.1,16481.0,NATO,Regional,Conventional,1568,7,Yes,8.18,Yes,Stalemate,-73.254,14.38,Tropical,Land,0,1,0,1,0,0,0,1,1,136341,0.5706353921417622,60.339985218033995,49.57670944263551,1,1,1,1,1,0.012949024184441525,1,1,1,1,1,1,1,1,1,1,74,1,0,1
France,Canada,Skirmish,1971,614,15542,21225,182532,86.38,17.5,490.1,Urban,713.8,879.7,13131.5,6882.8,Regional,,Conventional,1986,76,Yes,19.29,Yes,Stalemate,-21.589,-10.48,Polar,Land,0,1,0,1,0,0,0,0,0,219299,0.8323430567398848,21.77360605211544,24.127543480732065,1,1,1,1,1,0.004315914121403196,1,1,1,1,1,1,1,1,1,1,85,1,0,1
Iran,Japan,Skirmish,1960,1284,4960,23316,40938,206.59,34.8,1483.6,Mountain,1324.4,245.5,16835.3,16462.0,,,Conventional,1510,92,No,7.38,No,Stalemate,-30.792,177.65,Tropical,Land,0,1,0,0,0,0,0,0,0,69214,0.5914699338284162,3.7450921171851403,94.9735234215886,1,1,1,1,1,0.006204406963928006,1,1,1,1,1,1,1,1,1,1,66,1,0,1
Turkey,Israel,Proxy War,1997,1880,3829,2681,49097,241.29,16.8,1235.0,Urban,731.7,533.3,16822.2,13427.7,,NATO,Mixed,4575,110,Yes,9.81,No,Victory_B,67.321,-171.917,Temperate,,0,1,0,1,0,0,0,0,1,55607,0.8829284082939198,5.233018996856635,5.027189199324958,-1,1,0,1,1,0.007976555294397667,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Canada,Germany,Skirmish,1957,1695,31451,15700,109690,229.67,25.4,2671.0,Forest,1093.7,1216.3,2205.5,8413.5,NATO,NATO,Cyber,3856,138,No,4.97,Yes,Victory_A,-74.965,-60.577,Tropical,Oil,0,1,0,1,0,0,0,0,0,156841,0.699370700263324,28.756514583523817,12.907999671133767,1,1,1,1,1,0.021628213579433092,1,1,1,1,1,1,1,1,1,1,72,1,0,1
UK,Ukraine,Civil War,1988,1069,47268,30384,102664,486.97,24.6,27.8,Mountain,376.0,1021.8,20063.5,724.6,NATO,NATO,Nuclear,1711,79,Yes,5.07,No,Victory_A,-10.313,150.695,Polar,Land,0,1,0,0,0,0,0,1,1,180316,0.5693560194325518,125.7127659574468,29.735760422783326,1,1,1,1,1,0.02342542127467157,1,1,1,1,1,1,1,1,1,1,23,1,0,1
Russia,Japan,Cold Conflict,1984,1979,24446,20271,46005,22.85,5.8,2928.8,Forest,215.3,78.8,23268.4,13782.0,NATO,,Cyber,4139,49,No,7.12,Yes,Victory_A,82.408,51.351,Polar,Oil,0,1,0,0,1,0,0,0,0,90722,0.5070986089371927,113.54389224338132,257.24619289340103,1,1,1,1,1,0.0006167274847235117,1,1,1,1,1,1,1,1,1,1,32,1,0,1
France,Israel,Skirmish,1998,813,8719,25191,133104,475.49,6.7,1873.2,Forest,1135.4,720.0,3099.1,2063.7,,Regional,Cyber,3527,86,Yes,18.5,Yes,Victory_A,0.523,15.155,Temperate,Water,0,1,0,1,0,0,0,1,1,167014,0.7969631288394985,7.679231988726439,34.9875,1,1,1,1,1,0.09209924846982259,1,-1,1,1,1,1,1,1,1,1,34,1,0,1
Israel,India,Skirmish,1995,1787,11264,14433,164986,291.01,22.6,455.5,Desert,347.1,128.7,10421.8,20256.3,Regional,NATO,Cyber,4970,75,Yes,7.93,No,Victory_B,-66.168,49.569,Tropical,Oil,0,1,0,1,1,0,0,0,0,190683,0.8652370688524934,32.451743013540764,112.14452214452216,1,1,1,1,1,0.009485919923332932,1,1,1,1,1,1,1,1,1,1,38,1,0,1
Australia,Brazil,Civil War,1987,331,38978,30635,121348,397.88,12.5,140.3,Plains,1220.0,1340.5,12798.6,2222.3,,Regional,Cyber,3868,37,No,11.05,Yes,Stalemate,-37.572,-64.101,Polar,Land,0,1,0,1,0,0,0,1,1,190961,0.6354595964621048,31.949180327868852,22.853412905632226,1,1,1,1,1,0.026488426126264068,1,1,1,1,1,1,1,1,1,1,3,1,0,1
Australia,Australia,War,1957,165,7055,23587,85540,215.25,15.7,1614.3,Urban,238.6,343.3,3379.2,10724.2,NATO,Regional,Cyber,4451,151,No,10.92,Yes,Stalemate,22.822,-154.379,Polar,,0,1,0,1,0,0,0,0,0,116182,0.7362586287032414,29.56831517183571,68.70667055053889,1,1,1,1,1,0.015262277181388883,1,1,1,1,1,1,1,1,1,1,13,1,0,1
China,India,War,2003,1217,206,10504,39315,226.97,22.1,704.7,Urban,1192.4,1305.7,12589.6,10869.4,NATO,,Nuclear,4569,94,Yes,11.66,No,Stalemate,-87.842,-80.947,Polar,Water,0,1,0,1,1,0,0,1,0,50025,0.7859070464767616,0.17276081851727607,8.044726966378187,1,1,1,1,1,0.00967517797007545,1,1,1,1,1,1,1,1,1,1,131,1,0,1
Turkey,China,Proxy War,1986,1545,4854,44034,46363,439.68,25.0,903.5,Desert,1082.2,1167.8,5179.4,13909.5,,,Cyber,3669,165,Yes,16.4,No,Victory_B,84.258,-58.861,Temperate,,0,1,0,1,1,0,0,0,0,95251,0.48674554597851993,4.485307706523748,37.706799109436545,1,1,1,1,1,0.02303328112148945,1,1,1,1,1,1,1,1,1,1,39,1,0,1
Ukraine,Canada,Civil War,1989,1425,44393,33800,44400,447.98,2.2,735.4,Urban,856.1,772.4,23384.7,997.3,NATO,Regional,Cyber,3644,124,No,18.02,No,Stalemate,12.056,-7.249,Tropical,,0,1,0,0,0,0,0,1,1,122593,0.36217402298663054,51.85492349024646,43.759709994821335,1,1,1,1,1,0.01837339020588959,1,1,1,1,1,1,1,1,1,1,10,1,0,1
Japan,Australia,Cold Conflict,1983,1398,21762,18147,146500,119.42,-3.4,1950.5,Desert,1190.5,471.5,11217.3,5103.8,NATO,NATO,Cyber,2160,189,No,4.17,No,Victory_B,36.745,-38.197,Arid,Oil,0,1,0,1,0,0,0,0,0,186409,0.7859062598908851,18.279714405711886,38.48780487804878,1,1,1,1,1,0.007316908786785205,1,1,1,1,1,1,1,1,1,1,30,1,0,1
Canada,Japan,Cold Conflict,1966,1089,6508,41616,109218,99.7,3.1,1660.6,Urban,463.7,1201.3,24872.6,4995.5,,,Mixed,1501,183,Yes,17.21,Yes,Victory_A,-0.187,7.561,Tropical,Oil,0,1,0,1,0,0,0,0,0,157342,0.694143966645905,14.034936381281002,34.64247065678848,1,1,1,1,1,0.003338009448207285,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Canada,UK,Civil War,1982,387,40503,15677,27974,248.17,12.8,233.9,Urban,233.3,214.7,1172.3,14978.3,Regional,Regional,Conventional,814,64,Yes,10.95,No,Victory_B,82.426,-109.411,Temperate,Oil,0,1,0,1,0,0,0,0,0,84154,0.33241438315469257,173.60908701243034,73.01816488122962,1,1,1,1,1,0.015365992594702364,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Ukraine,India,Cold Conflict,1996,1519,1325,24398,82643,450.15,5.4,1579.6,Forest,220.7,252.8,3198.2,6598.3,NATO,,Mixed,4065,89,No,18.49,No,Victory_B,16.06,-113.743,Temperate,Land,0,1,0,1,1,0,0,0,0,108366,0.7626284997139324,6.00362483008609,96.51107594936708,1,1,1,1,1,0.045950084213749805,1,1,1,1,1,1,1,1,1,1,14,1,0,1
USA,China,War,2001,1818,12296,15115,117540,161.25,15.6,2373.6,Desert,379.2,315.4,11085.8,3613.4,Regional,Regional,Cyber,3325,16,Yes,18.32,Yes,Stalemate,29.157,-53.384,Polar,Water,0,1,0,1,1,1,0,0,0,144951,0.810894716145456,32.426160337552744,47.923272035510465,1,1,1,1,1,0.010969984761075434,1,1,1,1,1,1,1,1,1,1,30,1,0,1
Israel,USA,Cold Conflict,1958,1717,4350,25668,7362,326.04,-7.6,243.6,Urban,625.3,837.2,21860.2,468.6,Regional,,Mixed,4496,99,Yes,7.79,Yes,Victory_A,64.951,-9.463,Polar,Oil,0,1,0,1,0,0,0,0,1,37380,0.1969502407704655,6.95666080281465,30.659340659340657,1,1,1,1,1,0.014601769911504426,1,1,1,1,1,1,1,1,1,1,114,1,0,1
Germany,Australia,Cold Conflict,1982,1439,15472,48976,30403,354.11,12.9,2669.2,Plains,1226.6,440.7,13885.1,21015.2,Regional,NATO,Nuclear,1323,144,No,13.04,Yes,Victory_B,65.08,-56.978,Temperate,Land,0,1,0,1,0,0,0,0,1,94851,0.32053431170994506,12.613729007011251,111.13228953936918,1,1,1,1,1,0.010146331120362862,1,1,1,1,1,1,1,1,1,1,39,1,0,1
France,France,Civil War,2009,1818,17379,26304,113794,389.36,6.6,1734.9,Desert,126.3,1384.9,18311.3,24289.0,Regional,NATO,Nuclear,4,26,No,17.43,Yes,Victory_B,-84.929,27.562,Arid,,0,1,1,1,0,0,0,1,0,157477,0.722607110879684,137.60095011876484,18.993429128456928,1,1,1,1,1,0.009139841738203721,1,1,1,1,1,1,1,1,1,1,132,1,0,1
Iran,Germany,Civil War,1970,1815,44965,31848,16242,282.01,14.1,2851.9,Desert,1281.4,274.0,10594.8,17584.5,NATO,,Nuclear,3517,88,Yes,7.69,No,Victory_B,-39.006,-68.398,Arid,Water,0,1,0,0,0,0,0,1,1,93055,0.17454193756380634,35.090525987201495,116.23357664233576,1,1,1,1,1,0.010007700688093743,1,1,1,1,1,1,1,1,1,1,3,1,0,1
Israel,Turkey,Cold Conflict,2007,1054,30293,26367,148572,201.29,9.0,444.4,Desert,1295.8,1128.0,1022.4,10323.7,NATO,,Conventional,1258,24,Yes,0.88,No,Victory_B,-45.663,-116.219,Temperate,,0,1,0,1,0,0,0,0,0,205232,0.7239221953691433,23.377836085815712,23.375,1,1,1,1,1,0.017740897753413067,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Brazil,Turkey,Skirmish,2018,1290,44923,21336,136554,483.51,2.8,2980.7,Forest,1018.4,135.1,16198.8,3059.1,,,Nuclear,2034,101,No,7.2,No,Stalemate,-88.804,130.618,Polar,Oil,0,1,0,1,0,0,0,1,0,202813,0.6733000350076178,44.11135113904164,157.92746113989637,1,1,1,1,1,0.025107098904865018,1,1,1,1,1,1,1,1,-1,0,76,1,0,1
Canada,China,Civil War,1959,328,26968,32715,188347,305.7,30.7,1932.8,Desert,1260.5,495.5,15853.7,11882.9,NATO,NATO,Conventional,199,95,No,7.31,Yes,Stalemate,67.821,-107.783,Temperate,Water,0,1,0,1,1,0,0,1,1,248030,0.7593718501794138,21.39468464894883,66.0242179616549,1,1,1,1,1,0.011021538328418047,1,1,1,1,1,1,1,1,1,1,46,1,0,1
Japan,Brazil,Proxy War,1955,1516,38287,1204,96598,364.31,-1.7,1702.5,Forest,1078.2,342.0,1795.0,11438.5,,,Nuclear,1705,176,No,16.13,Yes,Stalemate,-32.915,167.991,Polar,Land,0,1,0,1,0,0,0,0,0,136089,0.709814900543027,35.51010944166203,3.52046783625731,1,1,1,1,1,0.02752937620432992,1,1,1,1,1,1,1,1,1,1,66,1,0,1
China,Australia,Proxy War,1962,1241,48581,17754,99041,172.56,20.7,1545.8,Plains,740.1,1367.6,4280.3,10502.7,Regional,NATO,Mixed,3941,57,No,6.19,Yes,Victory_A,-27.549,175.465,Polar,Water,0,1,0,1,1,0,0,0,0,165376,0.5988837558049536,65.64112957708417,12.981866042702546,1,1,1,1,1,0.01167286748291957,1,1,1,1,1,1,1,1,1,1,66,1,0,1
Australia,India,War,2014,320,28575,45804,78761,335.01,31.6,71.0,Mountain,841.4,37.0,11909.1,9463.8,,,Mixed,3931,123,No,17.88,Yes,Stalemate,-72.068,70.849,Temperate,Water,0,1,0,1,1,0,0,0,1,153140,0.5143071699098863,33.961255051105304,1237.945945945946,1,1,1,1,1,0.01567452240921915,1,1,1,1,1,1,1,1,1,1,38,1,0,1
Canada,Brazil,Cold Conflict,1969,1942,44652,42469,196726,128.97,14.2,2818.9,Forest,879.9,1010.6,11171.5,12423.9,,,Mixed,2068,0,Yes,10.97,Yes,Victory_B,88.15,0.72,Tropical,Water,0,1,0,1,0,0,0,0,0,283847,0.6930705626622793,50.74667575860894,42.02355036611914,-1,1,0,1,1,0.005465895894962577,1,1,1,1,1,1,1,1,1,1,29,1,0,1
China,Turkey,Skirmish,2006,399,2533,3746,141417,122.62,29.4,1932.0,Urban,178.5,347.6,18812.9,1838.8,NATO,Regional,Mixed,3758,140,No,11.72,No,Victory_B,58.725,106.351,Temperate,Oil,0,1,0,1,1,0,0,1,1,147696,0.9574870003249919,14.19047619047619,10.77675489067894,1,1,1,1,1,0.005937525724274515,1,1,1,1,1,1,1,1,1,1,133,1,0,1
UK,France,War,1995,1915,11098,21571,6824,357.39,-4.4,274.9,Desert,271.1,1135.9,9691.5,967.0,,NATO,Conventional,3145,180,No,16.14,No,Victory_A,12.935,134.353,Tropical,,0,1,0,1,0,0,0,0,0,39493,0.17279011470387157,40.93692364441165,18.990228013029313,1,1,1,1,1,0.03353098466013041,1,1,1,1,1,1,1,1,1,1,22,1,0,1
Israel,UK,Cold Conflict,1957,105,44443,26006,115157,260.75,12.2,62.9,Mountain,733.2,436.4,16585.9,1608.4,Regional,,Nuclear,2843,20,No,2.69,Yes,Victory_A,48.947,75.453,Arid,,0,1,0,1,0,0,0,1,1,185606,0.6204379168776871,60.61511183851609,59.59211732355637,1,1,1,1,1,0.014331411486014849,1,1,1,1,1,1,1,1,1,1,0,1,0,1
UK,Canada,Civil War,1959,696,31233,21207,143312,341.67,10.6,152.4,Forest,162.2,263.0,17613.5,5008.0,NATO,NATO,Cyber,2196,0,Yes,0.36,Yes,Victory_B,49.88,-143.264,Polar,Oil,0,1,0,1,0,0,0,0,0,195752,0.7321100167558953,192.5585696670777,80.63498098859316,1,1,1,1,1,0.01510377295935283,1,1,1,1,1,1,1,1,1,1,44,1,0,1
Germany,Canada,Proxy War,2022,1017,34169,47828,162408,134.79,-9.6,1828.2,Urban,1351.0,970.6,16128.6,6959.0,NATO,Regional,Mixed,624,158,Yes,1.13,No,Stalemate,28.212,-178.924,Arid,Oil,0,1,0,1,0,0,0,0,0,244405,0.6645035903520795,25.291635825314582,49.276736039563154,1,1,1,1,1,0.005838198859994109,1,1,1,1,1,1,1,1,1,1,87,1,0,1
Russia,Ukraine,Skirmish,2016,330,6958,14978,72477,299.4,9.9,1842.0,Mountain,710.5,361.3,14907.2,4244.7,NATO,NATO,Nuclear,2133,60,No,0.61,No,Stalemate,-58.678,-110.916,Polar,,0,1,0,1,0,0,0,0,0,94413,0.7676591147405548,9.793103448275861,41.45585386105729,1,1,1,1,1,0.015632913705689772,1,1,1,1,1,1,1,1,1,1,53,1,0,1
Brazil,Brazil,Proxy War,1960,660,9050,9245,87563,222.02,6.6,1499.0,Plains,532.7,680.3,20144.0,6305.4,Regional,NATO,Nuclear,2578,2,Yes,14.0,No,Victory_B,39.657,-112.129,Polar,Oil,0,1,0,1,0,0,0,1,1,105858,0.8271741389408452,16.98892434766285,13.589592826694107,1,1,1,1,1,0.008394141265964446,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Israel,Iran,Civil War,1961,1641,9038,23142,64064,298.52,20.1,920.3,Forest,221.4,185.0,16431.1,4654.1,,NATO,Nuclear,691,156,No,4.9,Yes,Victory_A,12.531,-114.294,Temperate,Oil,0,1,0,0,0,0,0,0,0,96244,0.6656414945347242,40.82204155374887,125.09189189189189,1,1,1,1,1,0.014157797886669325,1,1,1,1,1,1,1,1,1,1,14,1,0,1
USA,Japan,Cold Conflict,1959,1071,25268,18326,55306,145.51,32.2,1595.2,Forest,583.7,1014.7,20856.3,3777.1,NATO,NATO,Cyber,2597,175,No,17.15,Yes,Victory_B,40.333,3.518,Polar,Oil,0,1,0,1,0,1,0,0,0,98900,0.559211324570273,43.28936097310262,18.060510495713018,1,1,1,1,1,0.005907020549335455,1,1,1,1,1,1,1,1,1,1,7,1,0,1
Germany,UK,Civil War,1974,599,32199,2902,98793,357.75,-6.1,1548.9,Plains,424.1,570.2,15920.8,7331.6,,NATO,Mixed,813,81,No,17.66,Yes,Victory_A,7.822,7.23,Arid,Oil,0,1,0,1,0,0,0,1,1,133894,0.7378448623538023,75.92313133694883,5.089442300947035,1,1,1,1,1,0.015385508592661402,1,1,1,1,1,1,1,1,1,1,134,1,0,1
India,Canada,Civil War,1998,821,5744,24219,189752,402.98,4.7,58.2,Forest,124.0,197.7,3982.7,9943.8,Regional,NATO,Conventional,1627,189,Yes,7.12,No,Stalemate,82.141,80.288,Polar,,0,1,0,1,1,0,0,0,0,219715,0.8636278815738571,46.32258064516129,122.50379362670714,1,1,1,1,1,0.028936200768319393,1,1,1,1,1,1,1,1,1,1,127,1,0,1
USA,UK,Proxy War,1998,1973,43946,49233,91240,130.03,10.0,847.4,Desert,1353.8,1038.5,7743.0,18609.2,Regional,NATO,Conventional,4616,24,Yes,3.9,No,Stalemate,22.865,-107.472,Tropical,Land,0,1,0,1,0,0,0,0,0,184419,0.49474294947917513,32.4612202688728,47.40779971112181,1,1,1,1,1,0.004934312884692739,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Turkey,China,Skirmish,1960,641,9360,27285,193893,150.38,10.5,159.6,Forest,371.7,145.6,8265.6,23889.2,Regional,,Cyber,3592,161,Yes,9.98,No,Victory_B,13.262,-146.642,Tropical,Land,0,1,0,1,1,0,0,0,0,230538,0.8410457278192749,25.181598062953995,187.39697802197804,1,1,1,1,1,0.004676751215992635,1,1,1,1,1,1,1,1,1,1,13,1,0,1
France,UK,Civil War,2011,1794,47558,6205,51765,330.61,24.9,2700.5,Desert,967.0,805.2,2356.9,22974.9,NATO,,Cyber,2580,17,No,16.32,Yes,Stalemate,61.702,59.793,Temperate,,0,1,0,1,0,0,0,1,1,105528,0.49053331817148055,49.18097207859359,7.70615996025832,1,1,1,1,1,0.01305118467696729,1,1,1,1,1,1,1,1,1,1,135,1,0,1
Japan,Russia,Proxy War,1985,314,36175,2849,7516,347.82,10.0,2175.7,Forest,128.8,850.9,17310.7,11903.6,NATO,NATO,Conventional,3932,192,Yes,13.7,No,Victory_B,-21.737,-5.761,Temperate,Water,0,1,0,0,0,0,0,0,0,46540,0.161495487752471,280.861801242236,3.34821953225996,1,1,1,1,1,0.011905813248991075,1,1,1,1,1,1,1,1,1,1,85,1,0,1
Israel,France,Skirmish,1988,1171,16588,49842,17687,352.08,-8.8,2988.3,Urban,1278.5,1302.6,14881.8,11539.0,,NATO,Conventional,295,27,No,0.51,Yes,Victory_B,-33.157,59.875,Polar,Water,0,1,0,1,0,0,0,0,0,84117,0.21026665240082265,12.974579585451702,38.26347305389222,1,1,1,1,1,0.013325864470417247,1,1,1,1,1,1,1,1,1,1,12,1,0,1
India,Canada,Cold Conflict,2002,1982,495,43049,130474,341.38,22.0,906.5,Urban,827.5,212.2,14748.0,3151.2,,,Mixed,3251,3,Yes,0.14,Yes,Victory_A,0.57,-42.934,Arid,Land,0,1,0,1,1,0,0,0,0,174018,0.7497730119872656,0.5981873111782477,202.8699340245052,1,1,1,1,1,0.019072360775900597,1,1,1,1,1,1,1,1,1,1,98,1,0,1
India,UK,Cold Conflict,2005,462,10945,34229,68795,196.46,29.8,2635.5,Mountain,920.0,915.0,11968.1,24293.8,NATO,Regional,Conventional,1154,118,No,2.28,Yes,Victory_B,15.204,90.286,Temperate,,0,1,0,1,1,0,0,0,0,113969,0.6036290570242785,11.896739130434783,37.40874316939891,1,1,1,1,1,0.005417807671412695,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Germany,Brazil,War,1950,1608,36159,24612,36367,197.49,13.1,1809.2,Urban,1094.7,533.7,13582.7,19004.8,Regional,,Conventional,3980,115,No,6.74,Yes,Victory_B,-50.313,65.736,Temperate,Land,0,1,0,1,0,0,0,0,0,97138,0.374384895715374,33.030967388325564,46.115795390668914,1,1,1,1,1,0.00606029919447641,1,1,1,1,1,1,1,1,1,1,35,1,0,1
Ukraine,USA,Proxy War,2005,486,18494,36641,180888,127.48,16.1,1359.4,Plains,848.7,561.7,212.1,21190.7,Regional,Regional,Conventional,532,148,Yes,10.74,No,Stalemate,32.811,54.123,Temperate,Water,0,1,0,1,0,0,0,1,1,236023,0.766399884756994,21.790974431483445,65.23233042549403,1,1,1,1,1,0.00595623002597791,-1,1,0,0,1,1,1,1,1,1,34,1,0,1
Turkey,Russia,Skirmish,1953,1676,28557,13595,134200,78.5,-2.7,667.7,Mountain,100.2,703.1,2415.2,5861.8,NATO,NATO,Cyber,887,69,No,16.35,Yes,Victory_A,54.427,-170.075,Tropical,Land,0,1,0,0,0,0,0,0,0,176352,0.7609780439121756,285.0,19.335798606172663,1,1,1,1,1,0.009484112601184003,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Russia,Russia,Civil War,1979,410,46006,2164,158421,346.32,-0.1,2215.2,Urban,602.0,328.1,17087.0,10033.1,,NATO,Conventional,3272,20,Yes,2.86,No,Victory_A,13.918,128.925,Arid,Land,0,1,1,0,0,0,0,0,0,206591,0.7668339859916453,76.421926910299,6.595550137153307,1,1,1,1,1,0.012769864417904064,1,1,1,1,1,1,1,1,1,1,22,1,0,1
Israel,Japan,Cold Conflict,1961,27,37405,30178,3593,46.69,0.6,2712.4,Desert,367.6,646.2,6544.1,2575.1,Regional,,Conventional,2925,93,No,3.05,Yes,Victory_A,4.133,-44.421,Temperate,Land,0,1,0,1,0,0,0,0,0,71176,0.050480499044621784,101.75462459194776,46.700711853915195,1,1,1,1,1,0.005119966663742433,1,1,1,1,1,1,1,1,1,1,98,1,0,1
Ukraine,UK,Skirmish,1984,1053,42728,30111,122840,468.9,9.4,705.9,Forest,681.9,961.9,2706.7,23520.9,NATO,,Mixed,2432,147,No,17.27,No,Stalemate,-36.964,-131.178,Polar,Water,0,1,0,0,0,0,0,0,0,195679,0.6277628156317234,62.66021410764042,31.303669820147626,1,1,1,1,1,0.017878113132730404,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Germany,Ukraine,Proxy War,2001,271,21452,5716,51102,413.36,31.8,526.2,Urban,566.7,640.5,8223.1,7152.9,,,Nuclear,3597,125,Yes,18.48,No,Victory_A,73.725,92.012,Temperate,Water,0,1,0,1,0,0,0,1,1,78270,0.6528938290532771,37.854243868007764,8.924277907884465,1,1,1,1,1,0.026883454734651407,1,1,1,1,1,1,1,1,1,1,69,1,0,1
France,Japan,War,1980,686,21246,8075,22114,428.77,13.5,2088.7,Desert,1157.3,60.5,6369.5,14904.3,,NATO,Cyber,2420,168,No,11.03,Yes,Stalemate,45.81,-4.869,Temperate,,0,1,0,1,1,0,0,0,0,51435,0.42994070185671235,18.358247645381493,133.47107438016528,1,1,1,1,1,0.02015483834575863,1,1,1,1,1,1,1,1,1,1,62,1,0,1
Australia,Israel,Cold Conflict,2017,501,17535,11060,72337,453.34,-1.4,2930.9,Mountain,346.6,361.7,744.0,3814.0,Regional,,Cyber,3235,180,No,15.7,Yes,Victory_A,-3.548,-168.478,Tropical,Oil,0,1,0,1,0,0,0,0,0,100932,0.7166904450521143,50.59145989613387,30.577826928393698,1,1,1,1,1,0.09946028960070205,1,-1,1,1,1,1,1,1,1,1,27,1,0,1
Canada,Japan,Skirmish,2001,1277,39486,28092,80492,204.36,2.0,2249.9,Forest,282.6,492.7,10269.8,20071.9,Regional,,Mixed,4618,120,No,6.85,Yes,Victory_B,28.639,101.474,Tropical,Water,0,1,0,1,0,0,0,1,1,148070,0.5436077530897548,139.72399150743098,57.016440024355596,1,1,1,1,1,0.00673528510268047,1,1,1,1,1,1,1,1,1,1,86,1,0,1
Canada,USA,Skirmish,1956,385,37591,21487,120600,423.37,7.3,853.7,Urban,1341.4,497.3,685.5,4666.8,Regional,Regional,Conventional,834,127,No,18.93,No,Victory_A,-29.362,-23.387,Temperate,Oil,0,1,0,1,0,1,0,0,0,179678,0.671200703480671,28.02370657521992,43.20731952543736,1,1,1,1,1,0.07910057358518767,1,-1,1,1,1,-1,1,0,1,1,82,1,0,1
Russia,China,Skirmish,1971,60,20068,15424,14475,79.11,18.0,1259.9,Mountain,1329.4,114.3,19.8,20236.5,Regional,NATO,Nuclear,1377,189,Yes,18.1,No,Stalemate,-79.233,91.773,Arid,Land,0,1,0,0,1,0,0,1,1,49967,0.2896911961894851,15.095531818865652,134.94313210848645,1,1,1,1,0,0.0039054516372684055,-1,1,0,0,1,1,1,1,1,1,102,1,0,1
France,UK,Proxy War,2024,1131,47705,6343,51531,10.92,9.8,1153.0,Urban,1390.9,629.9,19813.9,10050.0,,NATO,Mixed,3480,30,Yes,16.99,Yes,Stalemate,-53.293,92.013,Tropical,Oil,0,1,0,1,0,0,0,0,0,105579,0.4880800159122553,34.297936587820836,10.069852357517066,1,1,1,1,1,0.00036565887241786905,1,1,1,1,1,1,1,1,1,1,136,1,0,1
Iran,India,Proxy War,2005,220,8639,32728,77397,392.47,7.7,2556.3,Mountain,796.2,969.0,7881.1,14448.1,NATO,NATO,Nuclear,4606,99,Yes,0.26,Yes,Victory_B,-75.692,-144.023,Temperate,,0,1,0,1,1,0,0,1,1,118764,0.6516873800141457,10.850288872142677,33.7750257997936,1,1,1,1,1,0.017576536553033695,1,1,1,1,1,1,1,1,1,1,113,1,0,1
Russia,Turkey,Proxy War,2007,1465,1363,9660,72367,37.49,15.4,2314.1,Urban,159.3,69.1,14194.0,6750.0,,,Conventional,211,152,No,10.47,No,Victory_B,1.472,40.761,Arid,Land,0,1,0,1,1,0,0,1,1,83390,0.8678138865571411,8.556183301946014,139.7973950795948,1,1,1,1,1,0.0017900114591291063,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Israel,Canada,Civil War,2013,771,13405,47552,50580,494.26,0.9,1766.9,Desert,1232.4,1051.5,7450.8,22070.6,Regional,NATO,Nuclear,926,68,Yes,0.53,Yes,Stalemate,21.971,-50.351,Temperate,,0,1,0,1,0,0,0,0,0,111537,0.4534818042443315,10.877150275884452,45.22301474084641,1,1,1,1,1,0.016742430914523026,1,1,1,1,1,1,1,1,1,1,118,1,0,1
Israel,Japan,Skirmish,1961,1907,24498,41198,81149,337.43,-6.4,824.9,Plains,204.0,1337.2,23251.3,18999.1,NATO,,Mixed,2672,199,Yes,13.55,Yes,Victory_A,-21.52,16.705,Arid,Oil,0,1,0,1,0,0,0,1,1,146845,0.5526167046886172,120.08823529411765,30.809153454980557,1,1,1,1,1,0.007986433264537142,1,1,1,1,1,1,1,1,1,1,77,1,0,1
